,Prediction,Y,Name,Best Candidate,Error,Line,Start,End
268,"(50, 2)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,27,768,774
269,"(50, 2)","(48.85341, 2.3488)",paris,"(48.85339, 2.34864)",0.01191911232356082,27,693,698
270,"(50, 2)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,27,390,397
271,"(50, 2)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,27,1018,1025
272,"(50, 2)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,27,1091,1098
273,"(44, -4)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,27,1348,1355
274,"(50, 2)","(43.0, -2.75)",basque,"(50.63306, -121.30259)",8031.634046169172,27,1420,1426
275,"(2, 102)","(1.36667, 103.8)",singapore,"(1.36667, 103.8)",0.0,28,82,91
276,"(2, 102)","(1.36667, 103.8)",singapore,"(1.36667, 103.8)",0.0,28,520,529
277,"(2, 102)","(1.28967, 103.85007)",singapore,"(1.36667, 103.8)",10.21506289195125,28,838,847
278,"(2, 102)","(1.36667, 103.8)",singapore,"(1.36667, 103.8)",0.0,28,849,858
279,"(54, 12)","(52.52437, 13.41053)",berlin,"(52.5233, 13.41377)",0.24947909904181484,29,0,6
280,"(38, 28)","(52.52437, 13.41053)",berlin,"(52.5233, 13.41377)",0.24947909904181484,29,41,47
281,"(54, 12)","(52.52437, 13.41053)",berlin,"(52.5233, 13.41377)",0.24947909904181484,29,174,180
282,"(40, 116)","(39.9075, 116.39723)",beijing,"(39.91691, 116.39706)",1.0467395442816159,29,57,64
283,"(36, 104)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,29,123,128
284,"(36, 104)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,29,703,708
285,"(36, 104)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,29,1235,1240
286,"(54, 12)","(51.5, 10.5)",german,"(51.5, 10.5)",0.0,29,262,268
287,"(54, 12)","(39.76, -98.5)",american,"(45.48597, 12.59406)",8320.313158060897,29,353,361
288,"(42, 38)","(39.76, -98.5)",american,"(40.828, 14.156)",8765.596565182674,29,1293,1301
289,"(54, 12)","(48.69096, 9.14062)",european,"(48.92699, 31.47799)",1630.5277861176437,29,304,312
290,"(40, 116)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,29,1099,1105
291,"(-20, 56)","(48.69096, 9.14062)",europe,"(48.69096, 9.14062)",0.0,29,1175,1181
292,"(46, -76)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,30,43,49
293,"(46, -76)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,30,873,879
294,"(46, -76)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,30,532,541
295,"(46, -76)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,30,655,662
296,"(46, -76)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,30,901,908
297,"(46, -74)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,30,702,708
298,"(48, -58)","(45.46106, -73.75019)",montreal-pierre elliott trudeau international airport,"(45.46106, -73.75019)",0.0,30,787,840
299,"(46, -78)","(52.16638, -127.00323)",central coast,"(35.26068, -120.16654)",1956.89120577175,30,215,228
300,"(46, -74)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,31,17,23
301,"(46, -74)","(45.50884, -73.58781)",montreal,"(45.50008, -73.68248)",7.443884060333618,31,95,103
302,"(46, -74)","(45.50884, -73.58781)",montreal,"(45.50008, -73.68248)",7.443884060333618,31,327,335
303,"(46, -74)","(45.50884, -73.58781)",montreal,"(45.50008, -73.68248)",7.443884060333618,31,859,867
304,"(46, -74)","(45.50884, -73.58781)",montreal,"(45.50008, -73.68248)",7.443884060333618,31,1251,1259
305,"(46, -74)","(52.00017, -71.99907)",quebec,"(52.00017, -71.99907)",0.0,31,974,980
306,"(44, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,32,248,255
307,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,32,296,302
308,"(52, -2)","(43.65421, -79.56711)",etobicoke,"(43.65421, -79.56711)",0.0,32,708,717
309,"(46, -74)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,33,26,34
310,"(46, -74)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,33,181,189
311,"(46, -74)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,33,234,242
312,"(46, -74)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,33,587,595
313,"(54, -98)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,33,1433,1441
314,"(46, -74)","(45.50884, -73.58781)",montreal,"(45.50008, -73.68248)",7.443884060333618,33,248,256
315,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,33,1384,1390
316,"(46, -74)","(52.00017, -71.99907)",quebec,"(52.00017, -71.99907)",0.0,33,567,573
317,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,34,124,130
318,"(52, -2)","(58.76811, -94.16674)",churchill,"(52.41667, -2.18333)",5359.893193321538,35,90,99
319,"(52, -2)","(58.76811, -94.16674)",churchill,"(52.41667, -2.18333)",5359.893193321538,35,366,375
320,"(50, -98)","(58.76811, -94.16674)",churchill,"(39.58088, -118.33578)",2733.3612473104945,35,967,976
321,"(52, -98)","(58.76811, -94.16674)",churchill,"(39.58088, -118.33578)",2733.3612473104945,35,1278,1287
322,"(52, -100)","(55.00019, -97.00049)",man.,"(55.00019, -97.00049)",0.0,35,101,105
323,"(52, -98)","(55.00019, -97.00049)",manitoba,"(55.00019, -97.00049)",0.0,35,1318,1326
324,"(52, -98)","(55.00019, -97.00049)",manitoba,"(55.00019, -97.00049)",0.0,35,1634,1642
325,"(52, -98)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,35,1330,1338
326,"(52, -98)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,35,2027,2029
327,"(44, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,36,0,7
328,"(44, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,36,314,321
329,"(52, -122)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,36,706,713
330,"(44, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,36,1211,1218
331,"(44, -80)","(60.10867, -113.64258)",canada,"(42.94589, -78.1114)",3051.3406252667705,36,531,537
332,"(44, -80)","(43.64663, -79.42956)",little portugal,"(43.64663, -79.42956)",0.0,36,1112,1127
333,"(44, -80)","(43.65399, -79.37799)",st. michael's hospital,"(43.65399, -79.37799)",0.0,36,1674,1696
334,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,37,1306,1312
335,"(34, -112)","(45.47723, -75.70164)",gatineau,"(46.26681, -76.31606)",99.88308525386958,37,1243,1251
336,"(46, -76)","(52.00017, -71.99907)",que.,"(52.00017, -71.99907)",0.0,37,1253,1257
337,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,38,72,78
338,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,38,526,532
339,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,38,1849,1855
340,"(32, 36)","(31.0, 36.0)",jordan,"(31.0, 36.0)",0.0,38,257,263
341,"(32, 36)","(31.0, 36.0)",jordan,"(31.0, 36.0)",0.0,38,362,368
342,"(32, 36)","(31.0, 36.0)",jordan,"(31.0, 36.0)",0.0,38,1046,1052
343,"(34, 34)","(32.55556, 35.85)",irbid,"(32.5, 35.83333)",6.3743963303463005,38,250,255
344,"(52, -106)","(31.16368, 35.76204)",karak,"(31.16667, 35.75)",1.1931784549554263,38,868,873
345,"(62, 16)","(31.16368, 35.76204)",karak,"(31.16667, 35.75)",1.1931784549554263,38,1341,1346
346,"(50, -56)","(31.16667, 35.75)",karak district,"(33.13609, 71.08336)",3318.8616278392224,38,1010,1024
347,"(44, 24)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,39,532,538
348,"(42, 28)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,39,261,266
349,"(38, 28)","(48.85341, 2.3488)",paris,"(48.85339, 2.34864)",0.01191911232356082,39,47,52
350,"(38, 28)","(48.85341, 2.3488)",paris,"(48.85339, 2.34864)",0.01191911232356082,39,315,320
351,"(40, 34)","(39.0, 35.0)",turkey,"(39.0, 35.0)",0.0,39,520,526
352,"(40, 34)","(39.0, 35.0)",turkey,"(39.0, 35.0)",0.0,39,637,643
353,"(42, 28)","(36.20124, 37.16117)",aleppo,"(36.25, 37.61667)",41.228324435050496,39,14,20
354,"(42, 28)","(36.20124, 37.16117)",aleppo,"(36.25, 37.61667)",41.228324435050496,39,551,557
355,"(42, 28)","(36.20124, 37.16117)",aleppo,"(36.25, 37.61667)",41.228324435050496,39,951,957
356,"(42, -4)","(40.0, -4.0)",spain,"(40.0, -4.0)",0.0,40,0,5
357,"(42, -4)","(40.0, -4.0)",spain,"(40.0, -4.0)",0.0,40,393,398
358,"(42, -4)","(40.0, -4.0)",spain,"(40.0, -4.0)",0.0,40,562,567
359,"(44, -4)","(40.0, -4.0)",spanish,"(46.20007, -82.34984)",6137.407004208396,40,824,831
360,"(42, -4)","(51.5, 10.5)",germany,"(51.5, 10.5)",0.0,40,724,731
361,"(-10, -56)","(-10.0, -55.0)",brazil,"(-10.0, -55.0)",0.0,41,2279,2285
362,"(44, 6)","(47.00016, 8.01427)",switzerland,"(47.00016, 8.01427)",0.0,41,1548,1559
363,"(44, 6)","(47.36667, 8.55)",zurich,"(47.41667, 8.66667)",10.39736870589905,41,1540,1546
364,"(44, 6)","(47.0, 20.0)",hungary,"(47.0, 20.0)",0.0,41,935,942
365,"(44, 6)","(47.33333, 13.33333)",austria,"(47.33333, 13.33333)",0.0,41,923,930
366,"(44, 6)","(65.0, -18.0)",iceland,"(65.0, -18.0)",0.0,41,902,909
367,"(44, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,41,657,663
368,"(44, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,41,1107,1113
369,"(44, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,41,1651,1657
370,"(44, 6)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,41,2046,2052
371,"(40, -10)","(39.6945, -8.13057)",portugal,"(39.6945, -8.13057)",0.0,41,448,456
372,"(44, 6)","(39.6945, -8.13057)",portugal,"(39.6945, -8.13057)",0.0,41,729,737
373,"(36, 138)","(35.68536, 139.75309)",japan,"(35.68536, 139.75309)",0.0,41,89,94
374,"(38, -90)","(48.85341, 2.3488)",paris,"(38.18477, -87.83281)",6936.299888530622,41,52,57
375,"(66, -170)","(52.5, -3.5)",wales,"(65.60721, -168.08869)",6818.609539922184,41,1889,1894
376,"(50, 2)","(48.85341, 2.3488)",paris,"(48.85339, 2.34864)",0.01191911232356082,42,707,712
377,"(34, 44)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,42,547,552
378,"(34, 44)","(33.0, 44.0)",iraq,"(33.0, 44.0)",0.0,42,538,542
379,"(50, 2)","(46.0, 2.0)",france,"(46.0, 2.0)",0.0,42,422,428
380,"(50, 2)","(48.92444, 2.36006)",stade de france,"(48.92444, 2.36006)",0.0,42,787,802
381,"(52, -2)","(51.50853, -0.12574)",london,"(51.49227, -0.30864)",12.792363846659397,43,334,340
382,"(52, -2)","(51.47115, -0.45649)",heathrow,"(51.47115, -0.45649)",0.0,43,343,351
383,"(24, -84)","(39.76, -98.5)",united states,"(39.76, -98.5)",0.0,44,326,339
384,"(24, -84)","(39.76, -98.5)",us,"(62.49536, 11.22807)",7053.970804604278,44,490,492
385,"(24, -84)","(38.89761, -77.03637)",white house,"(33.58831, -7.61138)",6104.58804471723,44,708,719
386,"(24, -84)","(22.0, -79.5)",cuba,"(22.0, -79.5)",0.0,44,279,283
387,"(24, -84)","(22.0, -79.5)",cuba,"(22.0, -79.5)",0.0,44,746,750
388,"(24, -84)","(22.0, -79.5)",cuban,"(6.01194, 43.54889)",13082.59630404663,44,774,779
389,"(24, -84)","(22.0, -79.5)",cuban,"(6.01194, 43.54889)",13082.59630404663,44,808,813
390,"(38, 10)","(36.17424, 8.70486)",kef,"(36.08333, 8.75)",10.894444318776413,45,283,286
391,"(38, 10)","(34.0, 9.0)",tunisia,"(34.0, 9.0)",0.0,45,858,865
392,"(36, 34)","(25.5, 51.25)",qatar,"(25.5, 51.25)",0.0,46,237,242
393,"(36, 34)","(25.5, 51.25)",qatar,"(25.5, 51.25)",0.0,46,883,888
394,"(34, 34)","(25.5, 51.25)",qatari,"(32.5, 42.18333)",1175.53966120774,46,29,35
395,"(26, 52)","(46.0, 2.0)",french,"(49.30494, 1.21706)",372.2413951602369,46,218,224
396,"(36, -120)","(33.13906, 35.85869)",middle east,"(33.13906, 35.85869)",0.0,46,952,963
397,"(28, 30)","(54.75844, -2.69531)",uk,"(54.75844, -2.69531)",0.0,47,4,6
398,"(52, -4)","(54.97328, -1.61396)",newcastle,"(52.43333, -3.11667)",299.3158871246684,47,216,225
399,"(-32, 150)","(54.97328, -1.61396)",newcastle,"(-32.92953, 151.7801)",16811.828067544287,47,1267,1276
400,"(48, -124)","(38.89511, -77.03637)",washington,"(47.50012, -120.50147)",3600.931255621103,48,0,10
401,"(46, -76)","(40.71427, -74.00597)",new york,"(43.00035, -75.4999)",282.77851103616257,48,482,490
402,"(60, 100)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,48,1619,1625
403,"(44, 74)","(60.0, 100.0)",russian,"(38.45047, -123.12945)",8381.956384044106,48,2080,2087
404,"(56, 36)","(60.0, 100.0)",russia,"(60.0, 100.0)",0.0,48,2495,2501
405,"(46, 32)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,48,2672,2679
406,"(46, 32)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,48,2933,2940
407,"(46, 32)","(60.0, 100.0)",russian,"(10.49773, -63.16987)",12037.709480731557,48,3056,3063
408,"(64, -150)","(28.75054, -82.5001)",florida,"(28.75054, -82.5001)",0.0,48,2153,2160
409,"(36, 36)","(35.0, 38.0)",syria,"(35.0, 38.0)",0.0,48,2715,2720
410,"(38, 36)","(36.20124, 37.16117)",aleppo,"(36.25, 37.61667)",41.228324435050496,48,2725,2731
411,"(64, -150)","(34.5003, -111.50098)",arizona,"(34.5003, -111.50098)",0.0,48,2738,2745
412,"(30, 58)","(75.58494, -43.94531)",arctic,"(75.58494, -43.94531)",0.0,48,3011,3017
413,"(40, -88)","(39.76, -98.5)",america,"(39.76, -98.5)",0.0,48,1204,1211
414,"(50, 2)","(48.85341, 2.3488)",paris,"(48.85339, 2.34864)",0.01191911232356082,49,334,339
415,"(32, 30)","(30.06263, 31.24967)",cairo,"(30.06263, 31.24967)",0.0,50,28,33
416,"(32, 30)","(30.06263, 31.24967)",cairo,"(30.06263, 31.24967)",0.0,50,3373,3378
417,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,1033,1038
418,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,1336,1341
419,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,2092,2097
420,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,2466,2471
421,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,3612,3617
422,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,3678,3683
423,"(28, 30)","(27.0, 30.0)",egypt,"(27.0, 30.0)",0.0,50,3802,3807
424,"(32, 30)","(31.21564, 29.95527)",alexandria,"(31.20176, 29.91582)",4.0580218662652845,50,2632,2642
425,"(32, 30)","(31.21564, 29.95527)",alexandria,"(31.20176, 29.91582)",4.0580218662652845,50,3842,3852
426,"(30, 34)","(31.19836, 29.89961)",coptic orthodox church,"(31.70355, 35.20745)",506.71069328667323,50,1044,1066
427,"(28, 30)","(31.19836, 29.89961)",coptic orthodox church,"(31.70355, 35.20745)",506.71069328667323,50,2606,2628
428,"(32, 30)","(30.06907, 31.27626)",abbasiya,"(13.13333, 32.76667)",1889.9265855928859,50,3381,3389
429,"(28, 30)","(29.4075, 31.17278)",haram,"(62.59898, 6.44483)",4100.015069009405,50,3119,3124
430,"(30, 60)","(1.0, 38.0)",kenyan,"(24.6619, 108.016)",7949.217061166814,51,202,207
431,"(0, 36)","(1.0, 38.0)",kenya,"(1.0, 38.0)",0.0,51,913,918
432,"(50, -124)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,52,135,144
433,"(52, -2)","(49.28307, -123.12065)",vancouver art gallery,"(49.28307, -123.12065)",0.0,52,358,379
434,"(50, -124)","(49.10635, -122.82509)",surrey,"(49.10635, -122.82509)",0.0,52,488,494
435,"(54, -116)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,53,220,227
436,"(54, -116)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,53,396,403
437,"(54, -108)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,53,873,880
438,"(46, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,53,1719,1726
439,"(46, -76)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,53,2951,2958
440,"(54, -116)","(44.40011, -79.66634)",barrie,"(44.40011, -79.66634)",0.0,53,577,583
441,"(46, -80)","(49.25014, -84.49983)",ont.,"(49.25014, -84.49983)",0.0,53,585,589
442,"(54, -116)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,53,882,891
443,"(46, -80)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,53,1731,1740
444,"(44, -80)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,53,1835,1844
445,"(44, -80)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,53,2453,2462
446,"(46, -80)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,53,1108,1115
447,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,53,1342,1349
448,"(46, -80)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,53,2514,2521
449,"(46, -80)","(54.0001, -106.00099)",saskatchewan,"(54.0001, -106.00099)",0.0,53,1117,1129
450,"(44, -80)","(52.0, -56.0)",newfoundland,"(52.0, -56.0)",0.0,53,1134,1146
451,"(46, -80)","(49.25014, -84.49983)",ontario,"(49.25014, -84.49983)",0.0,53,1910,1917
452,"(44, -80)","(43.75919, -79.26636)",greater toronto area,"(43.75919, -79.26636)",0.0,53,2407,2427
453,"(44, -80)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,53,2592,2598
454,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,465,471
455,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,1266,1272
456,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,2381,2387
457,"(46, -70)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,2510,2516
458,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,3208,3214
459,"(44, -86)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,5203,5209
460,"(46, -76)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,5289,5295
461,"(44, -86)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,5653,5659
462,"(44, -88)","(45.41117, -75.69812)",ottawa,"(45.41117, -75.69812)",0.0,54,5733,5739
463,"(46, -76)","(53.99983, -125.0032)",british columbia,"(53.99983, -125.0032)",0.0,54,2983,2999
464,"(46, -76)","(52.00017, -71.99907)",quebec,"(52.00017, -71.99907)",0.0,54,1540,1546
465,"(44, -80)","(49.25014, -84.49983)",ontario,"(49.25014, -84.49983)",0.0,55,3,10
466,"(44, -82)","(43.5789, -79.6583)",mississauga,"(43.5789, -79.6583)",0.0,55,144,155
467,"(44, -82)","(43.5789, -79.6583)",mississauga,"(43.5789, -79.6583)",0.0,55,945,956
468,"(44, -80)","(43.70011, -79.4163)",toronto,"(43.70011, -79.4163)",0.0,55,506,513
469,"(10, -86)","(55.00019, -97.00049)",manitoba,"(55.00019, -97.00049)",0.0,56,0,8
470,"(10, -86)","(55.00019, -97.00049)",manitoba,"(55.00019, -97.00049)",0.0,56,1082,1090
471,"(10, -84)","(55.00019, -97.00049)",manitoba,"(55.00019, -97.00049)",0.0,56,1631,1639
472,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,98,108
473,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,518,528
474,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,692,702
475,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,852,862
476,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,1388,1398
477,"(10, -86)","(10.0, -84.0)",costa rica,"(10.0, -84.0)",0.0,56,1457,1467
478,"(10, -84)","(60.10867, -113.64258)",canadian,"(35.54244, -97.98238)",2954.709105424094,56,298,306
479,"(10, -86)","(49.8844, -97.14704)",winnipeg,"(49.8844, -97.14704)",0.0,56,808,816
480,"(42, -76)","(60.10867, -113.64258)",canada,"(42.94589, -78.1114)",3051.3406252667705,57,351,357
481,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,57,2606,2612
482,"(40, 116)","(29.84064, 89.29688)",asia,"(29.84064, 89.29688)",0.0,57,330,334
483,"(54, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,57,1915,1922
484,"(64, -150)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,57,37,46
485,"(40, 24)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,57,412,421
486,"(50, -126)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,57,1460,1469
487,"(50, -126)","(49.24966, -123.11934)",vancouver,"(49.24966, -123.11934)",0.0,57,2589,2598
488,"(36, -120)","(37.25022, -119.75126)",california,"(37.25022, -119.75126)",0.0,58,669,679
489,"(36, -120)","(34.19801, -118.26102)",los angeles county,"(34.19801, -118.26102)",0.0,58,250,268
490,"(36, -120)","(33.97918, -118.03284)",whittier,"(33.97918, -118.03284)",0.0,58,224,232
491,"(34, -118)","(34.68743, -116.78467)",southern california,"(34.68743, -116.78467)",0.0,58,125,144
492,"(36, -120)","(33.97473, -118.02451)",penn park,"(33.97473, -118.02451)",0.0,58,235,244
493,"(-16, 146)","(52.02688, -113.95071)",innisfail,"(-17.52209, 146.03102)",12217.176124181615,59,0,9
494,"(-16, 146)","(52.02688, -113.95071)",innisfail,"(-17.52209, 146.03102)",12217.176124181615,59,80,89
495,"(-16, 146)","(52.02688, -113.95071)",innisfail,"(-17.52209, 146.03102)",12217.176124181615,59,292,301
496,"(-16, 146)","(52.02688, -113.95071)",innisfail,"(-17.52209, 146.03102)",12217.176124181615,59,345,354
497,"(34, -84)","(52.02688, -113.95071)",innisfail,"(42.13222, -87.85111)",2244.8547052368194,59,2438,2447
498,"(-34, 148)","(-25.0, 135.0)",australia,"(-25.0, 135.0)",0.0,59,120,129
499,"(-34, 148)","(-25.0, 135.0)",australia,"(-25.0, 135.0)",0.0,59,527,536
500,"(42, 42)","(52.26682, -113.802)",red deer,"(52.26682, -113.802)",0.0,59,335,343
501,"(42, 42)","(52.26682, -113.802)",red deer,"(52.26682, -113.802)",0.0,59,1030,1038
502,"(42, 42)","(52.26682, -113.802)",red deer,"(52.26682, -113.802)",0.0,59,1116,1124
503,"(-16, 144)","(53.55014, -113.46871)",edmonton,"(-17.01902, 145.74443)",12233.09691209928,59,359,367
504,"(42, 42)","(53.55014, -113.46871)",edmonton,"(53.53713, -113.49488)",2.255118085999291,59,707,715
505,"(-38, 144)","(-20.0, 145.0)",queensland,"(-20.0, 145.0)",0.0,59,515,525
506,"(34, -84)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,59,641,648
507,"(34, -84)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,59,777,784
508,"(34, -84)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,59,893,900
509,"(34, -84)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,59,1706,1713
510,"(42, 42)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,59,686,692
511,"(-40, 174)","(-42.0, 174.0)",new zealand,"(-42.0, 174.0)",0.0,60,179,190
512,"(-40, 174)","(-42.0, 174.0)",new zealand,"(-42.0, 174.0)",0.0,60,1831,1842
513,"(-16, 144)","(-17.01902, 145.74443)",edmonton,"(-17.01902, 145.74443)",0.0,60,232,240
514,"(54, -116)","(-17.01902, 145.74443)",edmonton,"(53.53713, -113.49488)",12231.321755144676,60,3276,3284
515,"(-16, 144)","(-16.92032, 145.87149)",yarrabah,"(-16.99463, 145.88058)",8.321608650005953,60,508,516
516,"(-44, 168)","(-16.90268, 145.75287)",cairns,"(-16.90268, 145.75287)",0.0,60,251,257
517,"(-44, 168)","(-16.90268, 145.75287)",cairns,"(-16.90268, 145.75287)",0.0,60,523,529
518,"(-12, 166)","(39.76, -98.5)",united states,"(39.76, -98.5)",0.0,61,54,67
519,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,61,198,204
520,"(40, 116)","(29.84064, 89.29688)",asia,"(29.84064, 89.29688)",0.0,61,223,227
521,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,61,229,235
522,"(-10, -76)","(30.0, -170.0)",pacific,"(46.55128, -123.77886)",4358.942564091107,61,83,90
523,"(40, 116)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,61,395,400
524,"(40, 116)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,61,512,517
525,"(40, 116)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,61,2312,2317
526,"(36, 104)","(35.0, 105.0)",china,"(35.0, 105.0)",0.0,61,3728,3733
527,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,422,429
528,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,1888,1895
529,"(54, -114)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,2277,2284
530,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,2380,2387
531,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,2716,2723
532,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,3295,3302
533,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,3624,3631
534,"(56, -116)","(52.28333, -117.469)",alberta,"(52.28333, -117.469)",0.0,61,3964,3971
535,"(60, -96)","(60.10867, -113.64258)",canada,"(60.10867, -113.64258)",0.0,61,521,527
